"track_id","track_artist","track_name","danceability","energy","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"1bWPK4pjH5eSkBiFAfNJPD","District 97","A Lottery","0.298","0.539","-13.524",1,"0.0465","0.0276","0.000393","0.224","0.263","81.083",342320,4
"0jET2Wl3JrzW2XCsFZza6i","Chris Botti","Good Morning Heartache","0.589","0.457","-8.893",1,"0.0601","0.847","0.0172","0.106","0.421","82.074",370333,4
"0Ep5Bk8h6SAIWmRmLd4Psq","Emptyself","The Way To Crash","0.704","0.385","-11.36",1,"0.0327","0.587","0.000075","0.138","0.271","104.981",254427,4
"6zSe7ZKNjb6Zl5AP78y5QN","Guru's Jazzmatazz","Plenty","0.804","0.403","-6.027",1,"0.41","0.161","0.00000201","0.533","0.611","82.646",278600,4
"34msPuWKiwgxvV4fBfxOwT","Soulive","Break Out","0.746","0.59","-9.81",1,"0.114","0.0138","0.465","0.361","0.618","88.876",270387,4
"6ELRpNKL041qtxxi6YnxZI","Soulive","One In Seven","0.721","0.69","-6.86",1,"0.0461","0.00786","0.766","0.116","0.579","120.59",317867,4
"0Zi1nMRG2LFvsLJa8LAcUA","Galactic","Dolla Diva (feat. David Shaw and Maggie Koerner)","0.66","0.783","-5.439",1,"0.0819","0.11","0.000987","0.0713","0.873","94.936",212680,4
"2ZzitfDmPR8SZ1gLNBaZBs","Lettuce","Sounds Like a Party","0.761","0.94","-4.305",1,"0.05","0.0167","0.381","0.706","0.716","104.044",211573,4
"0JZpLis59RbKAC1gz5bLZl","The Motet","Damn!","0.723","0.771","-6.155",0,"0.0672","0.184","0","0.295","0.943","108.026",299984,4
"369II3IdMkRi6tZ9kalEui","Martin Luther","Daily Bread","0.731","0.499","-4.146",0,"0.043","0.0576","0.0000285","0.649","0.777","82.001",270480,4
"0c6pRcSQxU5BvOMfVGiXSM","The Haggis Horns","It Ain't What You Got (feat. John Turrell)","0.675","0.88","-7.351",0,"0.0481","0.0746","0.0000277","0.0649","0.927","107.955",314800,4
"0SbvEJlshGh8hCYhxNVNEB","Osaka Monaurail","Endemism","0.652","0.716","-7.264",0,"0.0318","0.0346","0.86","0.0593","0.961","86.682",345400,4
"62OcNhoMT6msCLNfe9OZKO","Speedometer","La Nueva Manera featuring Snowboy","0.556","0.799","-6.829",0,"0.0435","0.00134","0.756","0.17","0.977","119.107",241253,4
"1F8FOSp9RZ2MciYto5V47P","Speedometer","Take Me On","0.761","0.821","-6.309",0,"0.0321","0.00873","0.00423","0.147","0.905","106.401",222107,4
"06u7kUlGBHE26tzB0vANF7","Diplomats of Solid Sound","Jealous","0.609","0.858","-5.019",0,"0.0494","0.0165","0.0812","0.0644","0.933","104.422",181240,4
"0W7Z9edIuagr1TmOTzNVMW","The Soul Snatchers","Little Love","0.797","0.791","-6.282",0,"0.108","0.242","0.000111","0.0694","0.962","78.01",278453,4
"3XdtfkqsjOEFwT1peCV8b9","Aesop Rock","Cook It Up (feat. P.F.A.C.)","0.782","0.724","-7.503",1,"0.408","0.505","0","0.639","0.764","82.089",225707,4
"0zxKXN0V3FhW2ltycon0dh","The Cold Stares","Friend of Mine","0.654","0.785","-4.165",1,"0.0396","0.0185","0.0000593","0.059","0.688","176.037",161813,4
"4eMxLQtSdgxdA1Hs6D2YuN","The Dead South","In Hell I'll Be in Good Company","0.772","0.235","-9.075",0,"0.0479","0.753","0.00125","0.111","0.703","154.802",245320,4
"5voIoFpbuy0frbhBzqenqC","Chris Thile","Scarlet Town","0.618","0.172","-15.342",1,"0.0518","0.969","0.0321","0.079","0.462","152.435",363107,4
"3j5V7IBvCa6P6JhZnCjT7F","Tricky","The Only Way","0.656","0.421","-8.528",1,"0.0291","0.248","0.775","0.1","0.1","120.012",291040,4
"2T3WJZLfknGj7ihx24Ody3","T-SQUARE","DROPS OF HAPPINESS","0.483","0.66","-9.783",0,"0.0388","0.164","0.918","0.0967","0.717","190.186",270467,3
"1HRfk33rb6Td8NqQsZ2wC8","Bliss n Eso","Tear The Roof Off (feat. Watsky)","0.736","0.89","-5.07",0,"0.249","0.161","0","0.166","0.679","142.101",206244,4
"5PqdGrQr36yD6luUNJg3up","The Greyboy Allstars","Multiplier","0.597","0.909","-7.36",0,"0.0482","0.00361","0.698","0.251","0.86","107.88",275933,4
"6Q90anzFub9ZhzmhLLwuZA","Fatback Band","Gotta Get My Hands On Some (Money)","0.802","0.818","-7.922",1,"0.13","0.238","0.376","0.152","0.73","118.779",226107,4
"7b3ceiH1Cy03cR0GtlqgHV","Trombone Shorty","Tripped Out Slim","0.758","0.792","-5.59",1,"0.079","0.133","0.0138","0.0245","0.666","115.752",139105,4
"0HCLvzjx8mkL7OAvRg9osD","Mauro Ottolini 8Funk Project","Phat Not Flat","0.636","0.679","-10.871",0,"0.111","0.207","0.000105","0.176","0.561","98.971",335280,4
"4O0XfFuNoOGaHCqzelMylQ","Moonchild","Don't Wake Me","0.626","0.361","-12.054",1,"0.19","0.605","0.059","0.0714","0.724","83.501",284987,4
"2y6rfQMvcFhJSiOMDqgqI2","Steve Aoki","How Else (feat. Rich The Kid & ILoveMakonnen)","0.798","0.834","-1.833",1,"0.0371","0.00323","0.0000808","0.151","0.728","149.984",172800,4
"1kId8o2NIHcg8bmqmuIg1w","Ordinance","Repress","0.612","0.97","-4.362",1,"0.0613","0.00557","0.000251","0.32","0.333","117.517",271625,4
"6o69IdDbK3CSUUQfXlX2CN","Spheron","The Blind Watchmaker","0.269","0.995","-3.656",0,"0.165","0.00227","0.719","0.0517","0.131","112.398",417613,4
"60IZhkTMKK41UKgIcHY4ns","Owane","Fashion","0.326","0.649","-11.612",1,"0.0514","0.041","0.868","0.106","0.337","149.751",231475,4
"39uUVImdhfZmDdbq4xectp","The Blackwater Fever","Don't Fuck With Joe","0.392","0.708","-6.82",1,"0.0588","0.0415","0.000464","0.256","0.483","157.414",204550,4
"6sHU7JZXvhLt4HXRSKuHic","Stone Machine","Southern Outlaw","0.4","0.75","-4.563",0,"0.0448","0.109","0","0.197","0.822","170.258",165640,4
"7k5xsLopn4tgTYsXXuSaEg","Tub Ring","Proper Funds","0.79","0.617","-4.744",1,"0.0623","0.0503","0.0032","0.0923","0.532","83.974",92857,4
"7wlcweEsneQgizqNOrUqJE","Hiatus Kaiyote","Shaolin Monk Motherfunk","0.415","0.463","-9.86",0,"0.0823","0.134","0.00255","0.101","0.573","96.1",350533,4
"4DNJDt8cxCSLT81rjlD6h4","The Cold Stares","One Way Outta Here","0.525","0.854","-6.294",1,"0.0654","0.0102","0.000275","0.346","0.469","82.973",226600,4
"1scrlKynvXpAbnZ2r7GU1c","Iamthemorning","Chalk and Coal","0.429","0.464","-15.138",0,"0.043","0.535","0.0543","0.139","0.0408","127.025",297059,4
"5JpOCHGH1Wq1RFSLJteufN","Chromeo","Over Your Shoulder","0.784","0.653","-6.338",0,"0.0404","0.322","0.00028","0.163","0.905","114.002",272147,4
"4T1168WOWj7Ch7DbbNEFp7","King Gizzard & The Lizard Wizard","Crumbling Castle","0.348","0.738","-7.221",0,"0.0447","0.136","0.0327","0.0689","0.593","99.771",644256,3
"13mDG8jaeiaquPfyxYhjxF","The Cool Kids","Sour Apples","0.742","0.721","-8.149",0,"0.211","0.18","0","0.0521","0.492","104.087",153493,4
"1vdgTDW98RoUCUEg9Qx0O1","That Handsome Devil","Stockholm Syndrome","0.738","0.716","-6.422",0,"0.0527","0.00245","0.0313","0.0279","0.829","100.094",165840,4
"3D73qlO3Nkoj7H3mr54ron","Mojo Nixon","Prinoner of the Tiki Room","0.494","0.381","-7.21",1,"0.046","0.776","0.00118","0.0728","0.529","103.58",151532,4
"48td6xvpokdYwvbl3JIiXP","Michael Jackson","Love Never Felt so Good","0.775","0.719","-6.212",0,"0.0435","0.132","0.00000179","0.0662","0.712","117.513",246027,4
"1SHK388zuZzBCiUP5KOiAe","Federal Charm","Master Plan","0.314","0.883","-3.67",1,"0.0459","0.000601","0.00028","0.275","0.564","80.484",196016,4
"6LaEaOwWkvP8DWa7S3yXkC","Arch Echo","Afterburger","0.366","0.989","-3.378",1,"0.176","0.00036","0.863","0.143","0.235","166.911",309947,4
"5KbQA1Nx5MDQlqeX1yg3ae","Derek Frank","Breakout","0.656","0.944","-5.048",1,"0.0482","0.114","0.241","0.107","0.699","130.099",306573,4
"0mcO5BXKTvLug9sjHqQodZ","Big Sam's Funky Nation","T.M.P.","0.538","0.894","-9.212",1,"0.0492","0.0321","0.879","0.129","0.756","121.56",263147,4
"14IwWPbLxITWFEJRvGnFi1","Soil & ""Pimp"" Sessions","By Your Side","0.73","0.683","-9.067",0,"0.225","0.722","0.00477","0.034","0.85","93.929",279600,4
"28koESEoRVuT0dKEp9UEnw","Jazztronik","Spotlight","0.56","0.794","-4.647",1,"0.327","0.43","0.00000513","0.0337","0.854","187.629",252560,4
"0O21ezSaL48lYRUsnT3WJ0","H ZETTRIO","Have a Nice Day!","0.632","0.508","-9.101",1,"0.0916","0.657","0.715","0.333","0.603","101.459",263960,4
"2fAECghmrOUoo7rwLZVqrN","Addison Groove Project","Turning Points","0.55","0.804","-4.305",0,"0.0401","0.206","0.217","0.0603","0.79","112.461",393480,4
"5PtCTa4Br6JKUUUikVRam3","Grieves","Postcards","0.658","0.756","-6.788",0,"0.263","0.0335","0.00016","0.254","0.607","148.104",228227,4
"1FL09Ba2cWrKiqEpTUiOHL","Gentleman's Pistols","Time Wasters","0.359","0.894","-6.248",0,"0.212","0.000124","0.166","0.157","0.684","85.165",349340,4
"78qpAvQJ05dgqke1lX63PP","Seyo","Is Okay","0.793","0.871","-6.235",1,"0.0667","0.108","0.000229","0.147","0.656","143.988",196046,4
"6nO0XhSYtZ4wqJt5J5TpCO","Fabich","What I Wanted (feat. Moli)","0.82","0.705","-6.068",0,"0.417","0.191","0","0.2","0.586","127.079",152599,4
"4JXXyXK12F0LGuYyxI1DGv","Leon Bridges","Bet Ain't Worth the Hand","0.546","0.539","-5.588",1,"0.0346","0.777","0","0.124","0.286","119.637",185893,4
"5EpVXKDlmJP9y5BSBwLqtZ","Moonchild","Run Away (Eric Lau & Kaidi Tatham Remix)","0.781","0.449","-4.937",0,"0.107","0.292","0.00467","0.422","0.522","92.999",208631,4
"79esEXlqqmq0GPz0xQSZTV","Shawn Mendes","Lost In Japan","0.713","0.738","-6.784",1,"0.374","0.255","0","0.106","0.425","105.027",201200,4
"53VM4gvsYb6ONo53dV27Kt","The Hipstones","Spread It All Around","0.648","0.611","-8.105",0,"0.0408","0.183","0.00172","0.0973","0.544","101.191",330520,4
"17WvqOCeq5E2nWMOvdRsvz","The Hipstones","Nothing in the World","0.557","0.532","-6.666",1,"0.0514","0.208","0.0000246","0.0362","0.277","128.086",234947,4
"3O6uYNUr3xLaBlFoZnxIcM","Johnny Sketch & The Dirty Notes","Stop It","0.768","0.631","-6.67",1,"0.0711","0.073","0.00021","0.0684","0.878","120.034",280947,4
"5OG8AIpj2rLoh9tNZyL6lg","The Pendletons","Funk Forever","0.85","0.634","-8.525",0,"0.199","0.00282","0.000932","0.122","0.807","115.944",264828,4
"3WdXUWFdf1js00jNSpZU0U","Sithu Aye","Messenger (feat. Aaron Marshall)","0.432","0.819","-4.648",0,"0.0465","0.0000984","0.828","0.111","0.504","156.007",340096,4
"0d2XP7551co5Ij7TUHrne1","Edison Glass","Without A Sound","0.432","0.811","-4.048",0,"0.0715","0.000365","0.000234","0.0686","0.544","174.949",240512,4
"6Oj4srr7wuNg5MEG4qWqSw","Mingo Fishtrap","Things Ain't What They Was","0.656","0.578","-8.235",1,"0.0306","0.294","0.00178","0.533","0.737","97.001",242440,4
"39hnH8WdPmNT3Q3yzwC9Rg","YG","Why You Always Hatin?","0.926","0.336","-9.326",0,"0.594","0.0392","0","0.138","0.38","92.995",196600,4
"6iaEL3KYwAb1cUtdOjSxNl","YG","Don't Come To LA","0.689","0.564","-8.604",1,"0.189","0.021","0.0000423","0.472","0.107","100.002",215573,4
"5ZxteN0udBmAcPxzpcq6cY","Opeth","A Fleeting Glance","0.48","0.385","-11.465",0,"0.0269","0.0525","0.0274","0.107","0.332","155.074",306653,3
"3oNn2Qg40BPekTa4zxpSp2","Anti-Lilly & Phoniks","Blue in Green","0.792","0.538","-8.654",0,"0.314","0.535","0","0.122","0.761","91.992",200829,4
"0Oqhw691klP8oeKM3joA9g","Weldon Irvine","Blue in Green","0.65","0.948","-7.813",0,"0.0524","0.000328","0.793","0.217","0.714","111.565",355080,4
"0eLvWUMEyflsaEfP6PPr1h","Gretchen Parlato","Blue In Green","0.504","0.327","-14.356",1,"0.028","0.815","0.806","0.106","0.295","106.634",251655,1
"5jtSajjfhRRPozlv03Ue13","Fillmore Slim","My Friend Blue","0.75","0.578","-5.442",0,"0.0356","0.405","0.0000537","0.046","0.622","112.352",248893,3
"5nSrNZnwiEu0Y9oQEeYPoM","Anti Lilly","Ahead of My Time","0.782","0.598","-8.459",0,"0.581","0.303","0","0.098","0.896","85.825",148372,4
"6FrFMAGUpH6DT52Czad1RN","Mutemath","Stare At The Sun","0.46","0.72","-6.494",1,"0.042","0.00259","0.0000109","0.372","0.647","181.92",273040,3
"5jz2XYi3qJC3nN62FW1PUp","Perturbator","Sentient (feat. Hayley Stewart)","0.494","0.79","-4.165",1,"0.0338","0.013","0.233","0.165","0.0398","120.006",332976,4
"0ZdPv45oVlh5eI9EnBCun6","Audio Push","Smack (feat. Ty Dolla $ign & IAMSU!)","0.728","0.635","-9.068",1,"0.285","0.124","0","0.701","0.56","97.011",306547,4
"1iMFCmdgckITIcGKcAnYji","Sahg","Baptism of Fire","0.263","0.914","-4.922",1,"0.0555","0.00176","0","0.173","0.43","113.807",219293,4
"6tw4HTcqBCIvznYgJ8zmsf","Born Again Floozies","The Voluptuous Panic","0.679","0.724","-10.11",1,"0.0855","0.0377","0.149","0.143","0.603","88.003",130653,4
"6or1VbOYOIjDPxJxyjZvuE","Brad Mehldau Trio","Holland","0.414","0.267","-17.391",0,"0.0338","0.824","0.934","0.109","0.327","110.242",526613,3
"5xAfdl3UzWnifSOvlVJUXn","Maceo Parker","Hats Off to Harry","0.548","0.848","-4.735",1,"0.305","0.172","0.000123","0.253","0.647","203.781",277227,4
"36XAzscdDbMhQrKj3GF8jp","Groove Collective","Hide It","0.469","0.909","-5.114",1,"0.0397","0.0871","0.921","0.0779","0.675","137.32",291875,4
"5oCesSn1ndF0E9nQTq9xPV","The Brand New Heavies","Lights","0.764","0.566","-12.578",1,"0.0429","0.0468","0.000305","0.0792","0.937","120.072",251440,4
"7HhyLr4dm0wZylFWYz9mSw","Dirt Poor Robins","Nightingale","0.214","0.365","-9.466",1,"0.0337","0.909","0.00202","0.107","0.112","130.426",239307,3
"7extBYaQIMjgCXWjdj2xwJ","Bondax","Real Thing","0.808","0.681","-5.959",0,"0.0367","0.0949","0.0198","0.25","0.612","108.982",215653,4
"5aTqkzPP9PJ7wta153R5Xt","Grace Love and the True Loves","Shake It Out","0.626","0.724","-6.031",0,"0.0641","0.144","0.000104","0.0676","0.754","130.673",199933,4
"1hlgcF5OeXLywadYzMrWuE","Kennedy Administration","It's over Now","0.72","0.831","-4.731",1,"0.187","0.0489","0","0.0743","0.667","107.124",228880,4
"5FS2gDV79Kz3WI2aZNBga2","Guante","Matches (Prod. Rube) [feat. Dem Atlas]","0.727","0.918","-4.232",1,"0.215","0.118","0","0.141","0.815","95.455",244132,4
"35Cy1KKtZ9YfuDAOAmzc4R","Cory Henry & The Funk Apostles","Our Affairs","0.817","0.586","-9.521",0,"0.0802","0.0263","0.00464","0.0812","0.752","107.972",320800,4
"6R3h3NApczKdF0GHqLD1Iv","Strawberry Girls","Buddha (feat. Johnny O'Hagan)","0.282","0.815","-6.976",0,"0.0389","0.000588","0.79","0.119","0.11","145.978",393026,3
"0k5M5HOsekGYn7GKVUfBGc","Jesse Winchester","Step By Step","0.522","0.463","-10.341",0,"0.0393","0.258","0","0.159","0.92","171.682",177467,4
"3AsxPFJbPVU3wUnPrDLn4s","Her Songs","Holding My Own","0.675","0.54","-6.26",0,"0.0382","0.632","0.0000619","0.176","0.41","89.014",204400,4
"0ulct3cASnhGvaGhFIuIyZ","Raveena","Temptation","0.734","0.541","-8.86",1,"0.131","0.454","0.000851","0.132","0.501","140.044",248738,4
"6yViG0VPb3CCDIOwzAAzhq","Tinie Tempah","Lightwork","0.814","0.904","-1.951",1,"0.0553","0.018","0.000124","0.0647","0.491","105.029",224400,4
"3UXrGL6fSOpHRE0SoyX6ez","E-40","Gangsta Song","0.799","0.685","-4.672",1,"0.18","0.118","0","0.491","0.357","97.962",210053,4
"1nIKpbGBEPidzXgWrdnh1H","Punch Brothers","Jumbo","0.773","0.28","-12.355",0,"0.0694","0.964","0.0128","0.131","0.372","93.521",215627,4
"0XOMoQbYxYPVLxwK4VDmNA","Lil Baby","All Of A Sudden","0.759","0.732","-5.546",1,"0.118","0.000142","0.0016","0.0626","0.379","140.005",169187,4
"2XOBCQRuNNeOt6HnHV12x2","Tkay Maidza","Afterglow","0.746","0.793","-6.12",1,"0.0791","0.0018","0.0572","0.262","0.392","100.046",180227,4
"39quck8Ns0AgGSpWZBsJ4M","The Flower Kings","Numbers","0.231","0.758","-6.535",0,"0.0594","0.326","0.000535","0.106","0.185","165.705",1526547,4
"3rt0G9i8LVEWyJyTPyl5pV","Audio Push","Leftside","0.626","0.838","-3.88",0,"0.281","0.227","0","0.202","0.784","94.207",181634,4
"5QguCySD3HC1yB22ejFjAz","The Lox","Move Forward","0.637","0.921","-2.004",0,"0.276","0.186","0","0.0819","0.91","94.057",229253,4
"7jKUnzzOGhAlPjr7LkIUlE","2 Chainz","Momma I Hit A Lick (feat. Kendrick Lamar)","0.796","0.467","-6.293",1,"0.34","0.202","0.0000332","0.206","0.4","179.974",173760,3
"2jB4X5P7fMfpG3Nj8jrgCG","The Motet","Death Or Devotion","0.824","0.492","-6.328",0,"0.128","0.143","0.00179","0.0694","0.864","89.962",265800,4
"41uX0L4bro4KfKtDIIEFFe","Vince Staples","FUN!","0.953","0.554","-5.12",1,"0.076","0.616","0.000869","0.106","0.457","101.011",171107,4
